Store,DayOfWeek,Date,Sales,Customers,Open,Promo,PublicHoliday,Easter,Christmas,NoHoliday,SchoolHoliday,StoreTypeA,StoreTypeB,StoreTypeC,StoreTypeD,BasicAssortment,ExtraAssortment,ExtendedAssortment,CompetitionDistance,CompetitionOpenSinceMonth,CompetitionOpenSinceYear,Promo2,Promo2SinceWeek,Promo2SinceYear,PIJanAprJulOct,PIFebMayAugNov,PIMarJunSeptDec
63,5,42214,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,1,3700.0,6.0,2010.0,1,18.0,2010.0,0,1,0
64,5,42214,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,1,22560.0,0,0,1,14.0,2013.0,1,0,0
65,5,42214,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,1,13840.0,5.0,2010.0,1,1.0,2012.0,1,0,0
66,5,42214,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,7660.0,0,0,1,37.0,2009.0,1,0,0
67,5,42214,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,1,410.0,2.0,2006.0,0,0,0,0,0,0
68,5,42214,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,1,250.0,0,0,1,35.0,2012.0,0,0,1
69,5,42214,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,1,1130.0,0,0,1,40.0,2011.0,1,0,0
70,5,42214,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,1,4840.0,0,0,0,0,0,0,0,0
71,5,42214,0,0,1,1,0,0,0,1,1,1,0,0,0,1,0,0,17500.0,8.0,2008.0,1,37.0,2009.0,0,0,1
72,5,42214,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,2200.0,12.0,2009.0,1,13.0,2010.0,1,0,0
73,5,42214,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,1,1650.0,9.0,2008.0,0,0,0,0,0,0
74,5,42214,0,0,1,1,0,0,0,1,1,1,0,0,0,1,0,0,330.0,0,0,0,0,0,0,0,0
75,5,42214,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,1,22440.0,12.0,2013.0,0,0,0,0,0,0
76,5,42214,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,19960.0,3.0,2006.0,0,0,0,0,0,0
77,5,42214,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,1,1090.0,8.0,2009.0,1,10.0,2014.0,1,0,0
78,5,42214,0,0,1,1,0,0,0,1,1,1,0,0,0,1,0,0,3510.0,11.0,2006.0,1,5.0,2013.0,0,1,0
79,5,42214,0,0,1,1,0,0,0,1,1,1,0,0,0,1,0,0,3320.0,0,0,0,0,0,0,0,0
80,5,42214,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,7910.0,0,0,0,0,0,0,0,0
81,5,42214,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,2370.0,3.0,2011.0,1,40.0,2014.0,1,0,0
82,5,42214,0,0,1,1,0,0,0,1,1,1,0,0,0,1,0,0,22390.0,4.0,2008.0,1,37.0,2009.0,1,0,0
83,5,42214,0,0,1,1,0,0,0,1,1,1,0,0,0,1,0,0,2710.0,0,0,0,0,0,0,0,0
84,5,42214,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,1,11810.0,8.0,2014.0,0,0,0,0,0,0
85,5,42214,0,0,1,1,0,0,0,1,1,0,1,0,0,1,0,0,1870.0,10.0,2011.0,0,0,0,0,0,0
86,5,42214,0,0,1,1,0,0,0,1,1,1,0,0,0,1,0,0,480.0,2.0,2005.0,1,31.0,2013.0,1,0,0
87,5,42214,0,0,1,1,0,0,0,1,1,1,0,0,0,1,0,0,560.0,12.0,2010.0,0,0,0,0,0,0
88,5,42214,0,0,1,1,0,0,0,1,1,1,0,0,0,1,0,0,10690.0,10.0,2005.0,0,0,0,0,0,0
89,5,42214,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,2380.0,7.0,2004.0,1,40.0,2014.0,1,0,0
90,5,42214,0,0,1,1,0,0,0,1,1,1,0,0,0,1,0,0,330.0,11.0,2007.0,0,0,0,0,0,0
91,5,42214,0,0,1,1,0,0,0,1,1,0,0,1,0,1,0,0,2410.0,0,0,1,35.0,2011.0,1,0,0
92,5,42214,0,0,1,1,0,0,0,1,1,0,0,1,0,1,0,0,240.0,0,0,1,45.0,2009.0,0,1,0
93,5,42214,0,0,1,1,0,0,0,1,1,1,0,0,0,1,0,0,16690.0,0,0,1,14.0,2011.0,1,0,0
94,5,42214,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,1,14620.0,0,0,0,0,0,0,0,0
95,5,42214,0,0,1,1,0,0,0,1,1,1,0,0,0,1,0,0,1890.0,10.0,2014.0,0,0,0,0,0,0
96,5,42214,0,0,1,1,0,0,0,1,1,1,0,0,0,1,0,0,8780.0,2.0,2005.0,1,37.0,2009.0,1,0,0
97,5,42214,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,1,8980.0,0,0,0,0,0,0,0,0
98,5,42214,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,1,15140.0,12.0,2006.0,1,1.0,2012.0,1,0,0
99,5,42214,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,2030.0,11.0,2003.0,1,22.0,2012.0,0,0,1
100,5,42214,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,17930.0,0,0,0,0,0,0,0,0
101,5,42214,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,1,2440.0,0,0,1,22.0,2012.0,0,0,1
102,5,42214,0,0,1,1,0,0,0,1,1,1,0,0,0,1,0,0,150.0,12.0,2007.0,1,10.0,2014.0,0,0,1
103,5,42214,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,1,5210.0,5.0,2015.0,0,0,0,0,0,0
104,5,42214,0,0,1,1,0,0,0,1,1,1,0,0,0,1,0,0,390.0,6.0,2009.0,0,0,0,0,0,0
105,5,42214,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,1,6190.0,0,0,1,23.0,2013.0,0,0,1
106,5,42214,0,0,1,1,0,0,0,1,1,1,0,0,0,1,0,0,1390.0,8.0,2013.0,0,0,0,0,0,0
107,5,42214,0,0,1,1,0,0,0,1,1,1,0,0,0,1,0,0,1930.0,9.0,2009.0,0,0,0,0,0,0
108,5,42214,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,2190.0,9.0,2003.0,0,0,0,0,0,0
109,5,42214,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,1,3300.0,11.0,2010.0,0,0,0,0,0,0
110,5,42214,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,1,46590.0,4.0,2013.0,0,0,0,0,0,0
111,5,42214,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,1,7890.0,0,0,1,37.0,2009.0,1,0,0
112,5,42214,0,0,1,1,0,0,0,1,1,1,0,0,0,1,0,0,1630.0,9.0,2009.0,0,0,0,0,0,0
113,5,42214,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,20930.0,11.0,1999.0,0,0,0,0,0,0
114,5,42214,0,0,1,1,0,0,0,1,1,0,0,1,0,1,0,0,4510.0,0,0,1,48.0,2011.0,0,0,1
115,5,42214,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,5740.0,4.0,2007.0,1,40.0,2014.0,1,0,0
116,5,42214,0,0,1,1,0,0,0,1,1,1,0,0,0,1,0,0,680.0,4.0,2013.0,0,0,0,0,0,0
117,5,42214,0,0,1,1,0,0,0,1,1,1,0,0,0,1,0,0,3450.0,9.0,2011.0,0,0,0,0,0,0
118,5,42214,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,1,3580.0,9.0,2012.0,0,0,0,0,0,0
119,5,42214,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,1,2100.0,2.0,2010.0,0,0,0,0,0,0
120,5,42214,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,2290.0,12.0,2014.0,1,37.0,2009.0,1,0,0
121,5,42214,0,0,1,1,0,0,0,1,1,1,0,0,0,1,0,0,3570.0,11.0,2009.0,1,36.0,2013.0,0,0,1
122,5,42214,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,1,58260.0,4.0,2013.0,0,0,0,0,0,0
123,5,42214,0,0,1,1,0,0,0,1,1,1,0,0,0,1,0,0,16760.0,9.0,2011.0,0,0,0,0,0,0
124,5,42214,0,0,1,1,0,0,0,1,1,1,0,0,0,1,0,0,1410.0,4.0,2003.0,0,0,0,0,0,0
125,5,42214,0,0,1,1,0,0,0,1,1,1,0,0,0,1,0,0,760.0,12.0,2005.0,0,0,0,0,0,0
126,5,42214,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,3370.0,10.0,2014.0,1,18.0,2011.0,0,1,0
127,5,42214,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,1350.0,12.0,2005.0,1,13.0,2010.0,1,0,0
128,5,42214,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,1,2000.0,0,0,1,1.0,2013.0,1,0,0
129,5,42214,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,2460.0,0,0,1,14.0,2011.0,1,0,0
130,5,42214,0,0,1,1,0,0,0,1,1,0,0,1,0,1,0,0,900.0,0,0,1,13.0,2010.0,1,0,0
131,5,42214,0,0,1,1,0,0,0,1,1,0,0,1,0,1,0,0,920.0,7.0,2015.0,0,0,0,0,0,0
132,5,42214,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,1040.0,0,0,1,27.0,2012.0,1,0,0
133,5,42214,0,0,1,1,0,0,0,1,1,1,0,0,0,1,0,0,270.0,8.0,2013.0,1,10.0,2014.0,0,0,1
134,5,42214,0,0,1,1,0,0,0,1,1,1,0,0,0,1,0,0,1200.0,9.0,2008.0,0,0,0,0,0,0
135,5,42214,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,5190.0,0,0,1,1.0,2013.0,1,0,0
136,5,42214,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,2200.0,12.0,2010.0,1,22.0,2012.0,0,1,0
137,5,42214,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,1730.0,7.0,2015.0,1,40.0,2014.0,1,0,0
138,5,42214,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,1,25360.0,10.0,2014.0,0,0,0,0,0,0
139,5,42214,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,1700.0,1.0,2008.0,1,14.0,2011.0,1,0,0
140,5,42214,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,1,1090.0,7.0,2010.0,1,1.0,2013.0,1,0,0
141,5,42214,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,1,1540.0,0,0,1,22.0,2012.0,0,0,1
142,5,42214,0,0,1,1,0,0,0,1,1,1,0,0,0,1,0,0,1090.0,7.0,2002.0,0,0,0,0,0,0
143,5,42214,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,2930.0,12.0,2002.0,0,0,0,0,0,0
144,5,42214,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,16570.0,0,0,0,0,0,0,0,0
145,5,42214,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,280.0,0,0,1,45.0,2009.0,0,1,0
146,5,42214,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,1,8050.0,10.0,1961.0,1,48.0,2012.0,1,0,0
147,5,42214,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,1,8540.0,0,0,0,0,0,0,0,0
148,5,42214,0,0,1,1,0,0,0,1,1,1,0,0,0,1,0,0,2090.0,12.0,2008.0,0,0,0,0,0,0
149,5,42214,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,2610.0,7.0,2006.0,1,14.0,2011.0,1,0,0
150,5,42214,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,1,31830.0,3.0,2010.0,0,0,0,0,0,0
151,5,42214,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,1,4360.0,10.0,2005.0,0,0,0,0,0,0
152,5,42214,0,0,1,1,0,0,0,1,1,1,0,0,0,1,0,0,1780.0,0,0,0,0,0,0,0,0
153,5,42214,0,0,1,1,0,0,0,1,1,1,0,0,0,1,0,0,16240.0,10.0,2000.0,1,18.0,2011.0,0,1,0
154,5,42214,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,1,16420.0,0,0,0,0,0,0,0,0
155,5,42214,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,3050.0,0,0,1,35.0,2010.0,1,0,0
156,5,42214,0,0,1,1,0,0,0,1,1,1,0,0,0,1,0,0,2020.0,2.0,2011.0,1,14.0,2011.0,0,0,1
157,5,42214,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,1,2950.0,10.0,2004.0,0,0,0,0,0,0
158,5,42214,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,1,11840.0,0,0,1,31.0,2009.0,0,1,0
159,5,42214,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,8530.0,3.0,2013.0,0,0,0,0,0,0
160,5,42214,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,1,17110.0,11.0,2005.0,0,0,0,0,0,0
161,5,42214,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,1,2970.0,3.0,2005.0,0,0,0,0,0,0
162,5,42214,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,1,5340.0,3.0,2012.0,1,13.0,2010.0,1,0,0
163,5,42214,0,0,1,1,0,0,0,1,1,1,0,0,0,1,0,0,1480.0,4.0,2009.0,0,0,0,0,0,0
164,5,42214,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,1160.0,9.0,2005.0,1,13.0,2010.0,1,0,0
165,5,42214,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,3720.0,4.0,2005.0,1,13.0,2010.0,1,0,0
166,5,42214,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,1,100.0,4.0,2014.0,1,31.0,2013.0,1,0,0
167,5,42214,0,0,1,1,0,0,0,1,1,1,0,0,0,1,0,0,140.0,4.0,2008.0,0,0,0,0,0,0
168,5,42214,0,0,1,1,0,0,0,1,1,1,0,0,0,1,0,0,12540.0,0,0,0,0,0,0,0,0
169,5,42214,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,980.0,7.0,2014.0,1,18.0,2014.0,0,1,0
170,5,42214,0,0,1,1,0,0,0,1,1,1,0,0,0,1,0,0,1070.0,5.0,2015.0,1,14.0,2011.0,1,0,0
171,5,42214,0,0,1,1,0,0,0,1,1,1,0,0,0,1,0,0,2640.0,0,0,0,0,0,0,0,0
172,5,42214,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,110.0,0,0,1,40.0,2014.0,1,0,0
173,5,42214,0,0,1,1,0,0,0,1,1,1,0,0,0,1,0,0,350.0,12.0,2012.0,0,0,0,0,0,0
174,5,42214,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,13090.0,0,0,1,22.0,2012.0,1,0,0
175,5,42214,0,0,1,1,0,0,0,1,1,0,0,1,0,1,0,0,4130.0,0,0,0,0,0,0,0,0
176,5,42214,0,0,1,1,0,0,0,1,1,1,0,0,0,1,0,0,3770.0,0,0,0,0,0,0,0,0
177,5,42214,0,0,1,1,0,0,0,1,1,1,0,0,0,1,0,0,1250.0,2.0,2004.0,1,5.0,2013.0,0,1,0
178,5,42214,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,1710.0,0,0,0,0,0,0,0,0
179,5,42214,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,1,480.0,0,0,0,0,0,0,0,0
180,5,42214,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,5800.0,9.0,2010.0,0,0,0,0,0,0
181,5,42214,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,12610.0,3.0,2013.0,1,14.0,2011.0,1,0,0
182,5,42214,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,1,1390.0,0,0,1,9.0,2011.0,0,0,1
183,5,42214,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,9670.0,0,0,0,0,0,0,0,0
184,5,42214,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,1,3560.0,0,0,0,0,0,0,0,0
185,5,42214,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,1,1860.0,5.0,2015.0,0,0,0,0,0,0
186,5,42214,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,290.0,10.0,2011.0,1,40.0,2014.0,1,0,0
187,5,42214,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,1,19360.0,0,0,0,0,0,0,0,0
188,5,42214,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,850.0,0,0,1,18.0,2011.0,0,1,0
189,5,42214,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,5760.0,7.0,2014.0,0,0,0,0,0,0
190,5,42214,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,1470.0,12.0,2006.0,1,40.0,2014.0,1,0,0
191,5,42214,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,1100.0,8.0,2013.0,1,40.0,2014.0,1,0,0
192,5,42214,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,2770.0,3.0,2008.0,1,40.0,2014.0,1,0,0
193,5,42214,0,0,1,1,0,0,0,1,1,1,0,0,0,1,0,0,520.0,0,0,0,0,0,0,0,0
194,5,42214,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,1,16970.0,0,0,1,5.0,2013.0,0,1,0
195,5,42214,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,1,220.0,0,0,0,0,0,0,0,0
196,5,42214,0,0,1,1,0,0,0,1,1,0,0,1,0,1,0,0,3850.0,11.0,2005.0,1,14.0,2011.0,1,0,0
197,5,42214,0,0,1,1,0,0,0,1,1,0,0,1,0,1,0,0,4210.0,3.0,2015.0,0,0,0,0,0,0
198,5,42214,0,0,1,1,0,0,0,1,1,1,0,0,0,1,0,0,290.0,9.0,2002.0,1,13.0,2010.0,1,0,0
199,5,42214,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,1,6360.0,12.0,2010.0,1,14.0,2012.0,0,0,1
